date,time,beds,baths,house_size,house_size_units,lot_size,lot_size_units,zip_code,country,price
1/4/2022,11:58:00 PM,2,1,760,sqft,3072,sqft,98144,USA,250000
2/4/2022,12:58:00 PM,3,2.5,2600,sqft,5100,sqft,98117,USA,1148000
7/11/2022,4:05:00 AM,3,2,2130,sqft,4850,sqft,98107,USA,990200
2/18/2022,12:56:00 AM,3,3.5,2899,sqft,5346,sqft,98199,USA,1800000
1/17/2022,9:52:00 PM,3,1,1090,sqft,13504,sqft,98178,USA,400000
6/21/2022,5:20:00 AM,4,4,3360,sqft,5000,sqft,98107,USA,1200000
8/8/2022,10:05:00 PM,4,2.5,2240,sqft,5229,sqft,98117,USA,1050000
6/7/2022,3:47:00 AM,2,1,886,sqft,8863,sqft,98112,USA,620000
2/15/2022,10:29:00 AM,3,2,1560,sqft,4960,sqft,98106,USA,799000
1/6/2022,11:29:00 PM,4,2,1730,sqft,8100,sqft,98146,USA,852000
4/9/2022,8:54:00 AM,3,2,1700,sqft,5346,sqft,98115,USA,1150000
8/21/2022,2:54:00 AM,4,3.5,1909,sqft,1544,sqft,98103,USA,1500000
2/6/2022,7:50:00 AM,3,2,2180,sqft,3740,sqft,98117,USA,1012000
10/7/2022,3:36:00 AM,1,1,681,sqft,,,98105,USA,470000
12/15/2022,5:23:00 AM,3,3,1460,sqft,7200,sqft,98144,USA,1000000
10/29/2022,7:01:00 PM,1,1,704,sqft,,,98119,USA,365000
6/30/2022,10:27:00 AM,2,1,1010,sqft,6750,sqft,98125,USA,549950
4/5/2022,2:03:00 PM,2,2.5,1635,sqft,,,98102,USA,1850000
4/9/2022,9:05:00 PM,2,1.5,1022,sqft,,,98144,USA,655000
7/7/2022,11:48:00 PM,3,1,990,sqft,8100,sqft,98146,USA,635000
4/26/2022,6:37:00 PM,2,2,1164,sqft,8280,sqft,98117,USA,706474
7/10/2022,1:56:00 AM,1,1,583,sqft,12632,sqft,98119,USA,349000
9/10/2022,10:14:00 AM,2,1.5,888,sqft,,,98103,USA,700000
6/10/2022,6:07:00 PM,4,2,2740,sqft,6000,sqft,98119,USA,1400000
9/13/2022,11:44:00 AM,3,2,1670,sqft,5400,sqft,98118,USA,485000
11/19/2022,5:04:00 AM,3,1,830,sqft,7800,sqft,98125,USA,660000
5/8/2022,9:25:00 PM,2,2,1200,sqft,1247,sqft,98122,USA,705000
1/18/2022,6:03:00 PM,3,3.5,2530,sqft,1880,sqft,98102,USA,1299000
10/8/2022,12:19:00 AM,4,3,2660,sqft,5100,sqft,98117,USA,1360000
8/11/2022,4:19:00 PM,4,2,2820,sqft,4764,sqft,98117,USA,1441000
2/23/2022,2:11:00 PM,2,1,1011,sqft,10454,sqft,98103,USA,159488
2/27/2022,1:00:00 PM,2,1.5,1088,sqft,1518,sqft,98106,USA,590000
11/19/2022,4:37:00 AM,6,3.5,3785,sqft,5150,sqft,98117,USA,3150000
12/26/2022,3:10:00 AM,3,2,1540,sqft,1102,sqft,98144,USA,630000
6/23/2022,10:12:00 AM,2,1.5,1180,sqft,10890,sqft,98168,USA,575000
10/7/2022,12:02:00 AM,3,3.5,1968,sqft,1498,sqft,98199,USA,980000
4/24/2022,5:05:00 PM,1,1,610,sqft,25700,sqft,98119,USA,340000
10/15/2022,9:55:00 AM,2,2,1346,sqft,23087,sqft,98116,USA,800000
12/8/2022,10:04:00 PM,2,2.5,1320,sqft,1030,sqft,98133,USA,570000
5/31/2022,11:09:00 AM,3,3.5,3064,sqft,25700,sqft,98121,USA,2450000
9/25/2022,4:20:00 PM,3,2,2980,sqft,5800,sqft,98115,USA,1415000
9/20/2022,10:30:00 PM,4,3.5,3050,sqft,6146,sqft,98102,USA,2250000
12/2/2022,5:23:00 AM,3,2,2020,sqft,7200,sqft,98133,USA,917500
12/31/2022,8:27:00 PM,3,2.5,1926,sqft,1483,sqft,98122,USA,1148000
9/16/2022,10:53:00 AM,2,1,1330,sqft,7425,sqft,98125,USA,479000
10/10/2022,3:17:00 AM,3,2,2410,sqft,4950,sqft,98199,USA,1083000
4/24/2022,12:34:00 PM,2,2.5,1580,sqft,5000,sqft,98106,USA,699000
12/29/2022,8:54:00 AM,3,1,1030,sqft,4480,sqft,98105,USA,710000
2/9/2022,5:52:00 AM,3,3,1630,sqft,6721,sqft,98168,USA,615000
8/8/2022,11:57:00 AM,4,2.5,2370,sqft,3600,sqft,98146,USA,750000
5/9/2022,2:33:00 AM,1,1,783,sqft,,,98101,USA,530000
1/8/2022,11:02:00 AM,4,1,1310,sqft,6000,sqft,98146,USA,735000
4/11/2022,8:14:00 AM,3,2,1996,sqft,4656,sqft,98117,USA,986500
6/25/2022,7:22:00 AM,3,2,1580,sqft,6396,sqft,98126,USA,820000
4/17/2022,3:10:00 PM,1,1,781,sqft,,,98122,USA,481000
4/11/2022,9:31:00 PM,2,2,1517,sqft,,,98105,USA,1350000
9/17/2022,12:35:00 AM,4,2,2360,sqft,6120,sqft,98115,USA,950000
9/3/2022,6:23:00 AM,3,2,1496,sqft,43560,sqft,98144,USA,824500
10/2/2022,11:33:00 PM,2,2.5,1250,sqft,1027,sqft,98117,USA,725000
2/1/2022,4:27:00 AM,2,2,1810,sqft,,,98119,USA,1350000
5/17/2022,3:06:00 AM,1,1,531,sqft,,,98121,USA,489000
1/12/2022,11:36:00 PM,4,2.5,2380,sqft,5000,sqft,98105,USA,1900000
10/29/2022,12:00:00 AM,2,2,1095,sqft,617,sqft,98177,USA,599950
1/16/2022,7:46:00 PM,2,2,1080,sqft,1175,sqft,98106,USA,533500
5/9/2022,9:18:00 AM,2,2,1146,sqft,800,sqft,98112,USA,845000
3/4/2022,5:59:00 PM,4,2.5,1544,sqft,2352,sqft,98117,USA,850000
4/19/2022,2:27:00 AM,1,1,707,sqft,11326,sqft,98122,USA,590000
1/21/2022,2:42:00 PM,4,3,2067,sqft,43560,sqft,98122,USA,1074900
6/7/2022,10:30:00 AM,4,3,2360,sqft,7200,sqft,98115,USA,1360000
9/26/2022,4:48:00 PM,2,2,724,sqft,5400,sqft,98103,USA,430000
6/11/2022,4:37:00 AM,2,2.5,1649,sqft,,,98118,USA,765000
9/17/2022,1:07:00 AM,5,2.5,2180,sqft,4069,sqft,98118,USA,1009975
4/12/2022,7:47:00 PM,3,2,1960,sqft,4400,sqft,98199,USA,955000
8/11/2022,11:55:00 AM,1,1,727,sqft,5250,sqft,98103,USA,445000
2/28/2022,12:37:00 AM,3,2,1209,sqft,752,sqft,98116,USA,725000
9/4/2022,3:30:00 AM,1,1,650,sqft,,,98116,USA,349000
5/8/2022,12:48:00 PM,5,3,3070,sqft,3400,sqft,98117,USA,1450000
10/10/2022,4:49:00 AM,4,2.5,2130,sqft,6250,sqft,98136,USA,960000
11/21/2022,11:29:00 PM,4,2.5,2220,sqft,3770,sqft,98144,USA,1235000
1/25/2022,2:23:00 AM,4,3,2288,sqft,6550,sqft,98126,USA,1105000
5/11/2022,12:10:00 PM,2,2,1370,sqft,,,98121,USA,1050000
12/19/2022,1:03:00 PM,5,3,3120,sqft,7865,sqft,98178,USA,795000
7/15/2022,10:53:00 AM,4,2.5,2180,sqft,6099,sqft,98115,USA,1275000
10/8/2022,9:26:00 AM,3,2,1590,sqft,3000,sqft,98146,USA,560000
6/3/2022,5:50:00 PM,3,1.5,2220,sqft,6270,sqft,98115,USA,930000
5/13/2022,2:05:00 PM,1,1,813,sqft,,,98178,USA,240000
8/15/2022,9:52:00 AM,1,1,574,sqft,50965,sqft,98109,USA,280000
7/8/2022,4:36:00 AM,4,2,2480,sqft,5996,sqft,98122,USA,825000
9/22/2022,4:41:00 AM,4,3,3320,sqft,5750,sqft,98116,USA,750000
5/14/2022,10:34:00 PM,2,1,1720,sqft,5017,sqft,98118,USA,575000
7/30/2022,3:05:00 AM,3,2,2050,sqft,5000,sqft,98109,USA,1265000
3/1/2022,8:17:00 AM,4,3,2370,sqft,3880,sqft,98115,USA,1830000
12/30/2022,12:48:00 PM,4,5,3660,sqft,12632,sqft,98118,USA,2695000
12/30/2022,2:58:00 PM,3,3.5,1670,sqft,905,sqft,98107,USA,1115000
8/1/2022,4:51:00 PM,2,3.5,990,sqft,37462,sqft,98178,USA,405000
8/4/2022,3:44:00 PM,3,3,3120,sqft,5996,sqft,98199,USA,1350000
8/14/2022,3:21:00 AM,3,2,2260,sqft,6000,sqft,98199,USA,1300000
5/11/2022,4:04:00 AM,2,1,650,sqft,3780,sqft,98103,USA,708888
3/17/2022,4:40:00 PM,3,3.5,1540,sqft,2322,sqft,98126,USA,699950
10/13/2022,1:12:00 AM,3,3.5,1980,sqft,1659,sqft,98144,USA,1055000
10/4/2022,9:44:00 PM,3,1,2160,sqft,5100,sqft,98115,USA,920000
6/5/2022,10:52:00 PM,4,2.5,3080,sqft,13068,sqft,98117,USA,1650000
9/5/2022,2:50:00 AM,2,3,1740,sqft,4148,sqft,98105,USA,1395000
8/6/2022,1:41:00 AM,3,2,1900,sqft,4000,sqft,98112,USA,1766000
7/9/2022,12:31:00 PM,9,5,3940,sqft,5303,sqft,98133,USA,1089000
6/12/2022,4:50:00 PM,2,1.5,1366,sqft,,,98116,USA,839000
6/29/2022,1:20:00 PM,4,1.5,1920,sqft,10454,sqft,98125,USA,850000
2/3/2022,8:43:00 PM,1,1,715,sqft,,,98115,USA,515000
2/10/2022,10:43:00 AM,3,2.5,1610,sqft,1690,sqft,98107,USA,895000
11/3/2022,3:38:00 AM,6,4,2960,sqft,3796,sqft,98199,USA,1050000
12/4/2022,12:50:00 AM,4,2,1810,sqft,5100,sqft,98117,USA,945000
11/10/2022,11:27:00 PM,2,2,1125,sqft,,,98102,USA,705000
3/16/2022,12:34:00 PM,2,2,1893,sqft,400752,sqft,98115,USA,727000
10/6/2022,1:46:00 AM,3,2,1096,sqft,43560,sqft,98117,USA,875000
6/25/2022,3:10:00 AM,3,4.5,3760,sqft,7000,sqft,98199,USA,1570000
5/30/2022,4:50:00 PM,4,2.5,2720,sqft,8000,sqft,98136,USA,1315000
9/30/2022,5:34:00 PM,2,2,1510,sqft,7200,sqft,98105,USA,915000
11/21/2022,9:39:00 PM,2,2,1350,sqft,815,sqft,98119,USA,1035000
4/18/2022,11:56:00 PM,4,3.5,2980,sqft,4800,sqft,98112,USA,2400000
5/19/2022,6:57:00 PM,2,2,1443,sqft,,,98168,USA,325000
12/16/2022,6:36:00 AM,2,2,1170,sqft,,,98115,USA,428000
9/28/2022,7:20:00 AM,5,2,2260,sqft,3848,sqft,98117,USA,865000
12/13/2022,4:27:00 AM,3,2,1990,sqft,8710,sqft,98146,USA,730000
10/16/2022,4:16:00 AM,2,1.5,1555,sqft,41818,sqft,98122,USA,677500
7/31/2022,9:35:00 PM,3,2,2350,sqft,4400,sqft,98122,USA,1140000
9/29/2022,8:18:00 PM,2,1,1440,sqft,6090,sqft,98125,USA,699950
3/7/2022,10:33:00 AM,1,1,627,sqft,46174,sqft,98107,USA,429000
9/5/2022,12:53:00 PM,1,1,551,sqft,,,98121,USA,410000
6/5/2022,11:46:00 AM,2,1,770,sqft,5896,sqft,98126,USA,560000
2/16/2022,8:53:00 PM,3,2.5,1570,sqft,1342,sqft,98103,USA,700000
7/20/2022,10:53:00 AM,1,1,699,sqft,,,98199,USA,390000
5/28/2022,4:38:00 AM,3,3,2650,sqft,8612,sqft,98105,USA,1600000
5/4/2022,11:16:00 PM,2,1.5,1070,sqft,1726,sqft,98103,USA,850000
1/1/2022,8:19:00 AM,3,0.5,1941,sqft,3726,sqft,98103,USA,892700
9/4/2022,11:45:00 AM,3,2.5,2030,sqft,3999,sqft,98115,USA,1439000
12/9/2022,4:05:00 PM,2,1,1620,sqft,16988,sqft,98178,USA,619000
5/8/2022,6:50:00 PM,2,2.5,1400,sqft,1112,sqft,98103,USA,850000
7/10/2022,3:25:00 PM,3,2,2354,sqft,4400,sqft,98115,USA,938000
3/8/2022,11:43:00 AM,2,3.5,1155,sqft,,,98118,USA,219700
1/4/2022,5:51:00 AM,3,1,1340,sqft,7669,sqft,98177,USA,785000
10/30/2022,3:54:00 AM,2,1,903,sqft,176854,sqft,98146,USA,363500
10/21/2022,10:37:00 AM,3,1.5,1220,sqft,6350,sqft,98103,USA,599000
5/23/2022,11:32:00 PM,2,1,1250,sqft,4500,sqft,98118,USA,500000
7/10/2022,2:22:00 PM,2,2,1040,sqft,6800,sqft,98133,USA,625000
1/21/2022,10:26:00 AM,2,1,1660,sqft,4800,sqft,98109,USA,850000
8/15/2022,6:56:00 PM,1,1,744,sqft,,,98115,USA,345000
11/9/2022,4:49:00 PM,2,1.5,805,sqft,5000,sqft,98107,USA,500000
4/27/2022,8:50:00 PM,3,1,1060,sqft,4000,sqft,98117,USA,1125000
10/29/2022,5:13:00 PM,5,3.5,3160,sqft,6200,sqft,98112,USA,2300000
5/22/2022,6:27:00 PM,3,3,1120,sqft,4800,sqft,98168,USA,525000
2/8/2022,2:46:00 PM,4,2.5,1881,sqft,1881,sqft,98133,USA,870000
12/21/2022,6:03:00 AM,5,2.5,3460,sqft,7464,sqft,98144,USA,2425000
9/9/2022,2:44:00 AM,1,1,376,sqft,10019,sqft,98199,USA,1000000
11/29/2022,8:47:00 AM,2,2,880,sqft,10019,sqft,98126,USA,680000
7/26/2022,7:07:00 PM,1,1,794,sqft,,,98121,USA,660000
7/29/2022,4:44:00 PM,3,2,1340,sqft,2211,sqft,98103,USA,925000
4/25/2022,4:16:00 PM,4,2.5,2560,sqft,6582,sqft,98116,USA,1712000
8/13/2022,7:32:00 AM,4,2,2178,sqft,6800,sqft,98133,USA,880000
5/14/2022,5:18:00 AM,2,1,1180,sqft,,,98122,USA,870260
9/8/2022,4:02:00 AM,4,3.5,3220,sqft,6250,sqft,98199,USA,2195000
8/7/2022,2:12:00 PM,3,3,2070,sqft,4227,sqft,98136,USA,730000
4/1/2022,10:45:00 PM,3,2.5,2131,sqft,1036,sqft,98119,USA,1520000
12/20/2022,5:15:00 PM,2,3,970,sqft,593,sqft,98102,USA,769900
2/15/2022,9:31:00 PM,6,3.5,2430,sqft,5580,sqft,98108,USA,870000
2/7/2022,9:28:00 PM,3,2.5,1395,sqft,1418,sqft,98116,USA,725000
5/22/2022,2:42:00 AM,3,2.5,1810,sqft,6925,sqft,98125,USA,922000
4/10/2022,9:53:00 AM,2,1,904,sqft,,,98122,USA,520000
11/24/2022,8:41:00 PM,1,1,717,sqft,11761,sqft,98109,USA,425000
7/9/2022,11:15:00 AM,5,3,2170,sqft,7500,sqft,98178,USA,775000
2/4/2022,8:01:00 AM,4,3,3120,sqft,9750,sqft,98144,USA,1670000
5/27/2022,2:23:00 AM,3,2,1870,sqft,4000,sqft,98136,USA,849000
1/30/2022,2:55:00 PM,4,3.5,2285,sqft,1792,sqft,98116,USA,1500000
11/30/2022,6:34:00 PM,3,2.5,2783,sqft,7206,sqft,98199,USA,1640000
3/25/2022,7:49:00 AM,4,2,2540,sqft,4700,sqft,98107,USA,1280000
10/8/2022,4:25:00 PM,2,2,1734,sqft,,,98109,USA,725000
12/10/2022,6:39:00 AM,2,1,1010,sqft,14810,sqft,98125,USA,870000
9/27/2022,6:29:00 AM,3,2.5,1420,sqft,1873,sqft,98103,USA,890000
6/3/2022,12:02:00 AM,3,1,1410,sqft,7080,sqft,98118,USA,475000
4/12/2022,4:35:00 AM,3,2,2320,sqft,4000,sqft,98115,USA,880000
8/3/2022,2:00:00 PM,1,1,553,sqft,,,98103,USA,335000
5/30/2022,12:36:00 PM,3,2,1719,sqft,1056,sqft,98103,USA,1160000
3/24/2022,7:39:00 AM,4,2,2037,sqft,3326,sqft,98119,USA,1247500
4/20/2022,8:04:00 AM,1,1,954,sqft,,,98101,USA,555000
10/2/2022,3:00:00 AM,2,1.5,1370,sqft,938,sqft,98115,USA,700000
7/20/2022,1:34:00 AM,2,1,1480,sqft,6734,sqft,98117,USA,905000
10/11/2022,10:39:00 PM,5,4.5,3636,sqft,6180,sqft,98115,USA,2840000
6/22/2022,1:08:00 AM,3,1.5,1780,sqft,4800,sqft,98126,USA,650000
11/23/2022,1:45:00 PM,3,2,1094,sqft,2332,sqft,98108,USA,649995
7/25/2022,5:03:00 AM,1,1,830,sqft,5100,sqft,98103,USA,695000
3/4/2022,2:10:00 AM,2,2,834,sqft,,,98126,USA,351000
3/14/2022,2:07:00 AM,2,1.5,1035,sqft,,,98112,USA,656500
9/8/2022,12:13:00 PM,4,3,2790,sqft,15246,sqft,98133,USA,965000
5/4/2022,1:44:00 AM,2,2,859,sqft,,,98126,USA,499950
5/1/2022,6:44:00 PM,4,3.5,5690,sqft,7469,sqft,98112,USA,3630000
10/2/2022,5:58:00 AM,2,1,772,sqft,,,98103,USA,409000
4/30/2022,1:15:00 AM,3,1,1430,sqft,16117,sqft,98168,USA,499800
11/13/2022,4:39:00 PM,3,2.5,1460,sqft,1850,sqft,98106,USA,575000
6/13/2022,1:54:00 AM,3,2.5,1386,sqft,1065,sqft,98107,USA,999950
10/13/2022,3:41:00 PM,5,3,2310,sqft,4011,sqft,98106,USA,780000
9/22/2022,1:37:00 AM,2,1.5,1340,sqft,4342,sqft,98115,USA,675000
11/16/2022,12:01:00 PM,2,4,1291,sqft,1361,sqft,98116,USA,800500
6/10/2022,2:55:00 PM,3,2.5,2320,sqft,4400,sqft,98116,USA,949000
11/4/2022,1:30:00 AM,3,2.5,2150,sqft,13939,sqft,98116,USA,1360000
3/30/2022,2:38:00 AM,2,2,1885,sqft,,,98115,USA,550000
5/22/2022,10:07:00 PM,3,2,1425,sqft,759,sqft,98117,USA,750000
7/22/2022,11:13:00 PM,3,2.5,1810,sqft,1436,sqft,98107,USA,1000000
11/5/2022,9:54:00 PM,2,1,1280,sqft,2690,sqft,98118,USA,859000
8/15/2022,6:28:00 AM,3,3,1480,sqft,9127,sqft,98117,USA,729000
11/30/2022,6:52:00 AM,3,3,2110,sqft,7324,sqft,98177,USA,1270000
8/10/2022,4:00:00 PM,2,1,1027,sqft,,,98115,USA,300000
2/10/2022,8:40:00 PM,1,1,808,sqft,,,98101,USA,730000
7/15/2022,8:12:00 PM,3,2.5,1569,sqft,1553,sqft,98107,USA,950000
3/9/2022,8:18:00 PM,3,3,2247,sqft,866,sqft,98109,USA,1725000
9/21/2022,9:18:00 PM,3,1,1220,sqft,5000,sqft,98107,USA,750000
1/2/2022,4:30:00 PM,2,1,1060,sqft,3250,sqft,98103,USA,900000
12/27/2022,10:54:00 PM,4,2,1920,sqft,17860,sqft,98118,USA,1210000
5/5/2022,9:31:00 AM,1,1,804,sqft,,,98116,USA,425000
4/20/2022,3:09:00 AM,2,1,813,sqft,,,98116,USA,452500
3/27/2022,9:07:00 PM,4,1.5,1740,sqft,9205,sqft,98146,USA,649950
4/30/2022,7:51:00 PM,3,1.5,2230,sqft,3500,sqft,98117,USA,1075000
5/7/2022,5:31:00 PM,4,2.5,2760,sqft,6001,sqft,98178,USA,640000
9/12/2022,5:13:00 PM,3,3,1660,sqft,625,sqft,98118,USA,795000
7/2/2022,1:27:00 PM,3,2.5,1360,sqft,916,sqft,98112,USA,805000
1/16/2022,8:51:00 PM,4,4.5,5200,sqft,7653,sqft,98118,USA,2600000
3/3/2022,2:23:00 PM,3,2.5,1573,sqft,1255,sqft,98107,USA,1030000
6/7/2022,3:21:00 AM,1,1,700,sqft,,,98101,USA,645000
9/25/2022,10:12:00 PM,4,3,1700,sqft,7320,sqft,98146,USA,649000
2/4/2022,5:07:00 PM,4,3.5,2560,sqft,4080,sqft,98144,USA,1325000
9/24/2022,10:11:00 PM,3,2,1330,sqft,1539,sqft,98122,USA,680000
3/5/2022,1:30:00 PM,4,2,2180,sqft,5100,sqft,98115,USA,838000
2/19/2022,5:33:00 PM,3,2,1350,sqft,1055,sqft,98103,USA,785000
9/12/2022,1:55:00 AM,2,1.5,1720,sqft,1588,sqft,98144,USA,725000
5/29/2022,8:10:00 AM,4,3.5,3060,sqft,41818,sqft,98136,USA,3931000
11/21/2022,4:11:00 PM,2,2,954,sqft,14375,sqft,98133,USA,380000
10/31/2022,4:14:00 PM,2,2.5,1460,sqft,1536,sqft,98106,USA,599950
10/3/2022,5:57:00 PM,4,3,1540,sqft,3060,sqft,98105,USA,1108000
12/23/2022,9:31:00 PM,1,1,709,sqft,,,98109,USA,470000
6/21/2022,4:37:00 PM,3,1.5,2560,sqft,6150,sqft,98118,USA,720000
7/20/2022,11:22:00 PM,1,1,534,sqft,,,98119,USA,324000
11/20/2022,7:49:00 AM,2,2.5,1440,sqft,3000,sqft,98144,USA,875000
2/4/2022,5:40:00 AM,1,1,627,sqft,,,98121,USA,462750
8/4/2022,11:04:00 AM,3,2.5,1324,sqft,2217,sqft,98126,USA,649950
3/6/2022,10:56:00 AM,2,2,1290,sqft,1192,sqft,98125,USA,635000
1/8/2022,12:56:00 AM,1,1,748,sqft,11326,sqft,98122,USA,499000
10/28/2022,6:42:00 PM,2,2.5,1830,sqft,,,98116,USA,1730000
12/9/2022,1:08:00 AM,3,2,1660,sqft,6120,sqft,98115,USA,795000
11/28/2022,3:43:00 AM,3,1,1964,sqft,9050,sqft,98168,USA,625000
3/17/2022,5:35:00 PM,3,2,1460,sqft,1554,sqft,98116,USA,759000
6/23/2022,6:14:00 PM,1,1,683,sqft,12632,sqft,98119,USA,450500
2/16/2022,6:12:00 PM,4,2,2060,sqft,5080,sqft,98115,USA,812500
1/15/2022,5:48:00 AM,4,2,1160,sqft,4224,sqft,98103,USA,710000
12/27/2022,11:47:00 PM,3,2,1540,sqft,1124,sqft,98144,USA,680000
5/27/2022,6:11:00 PM,1,1,529,sqft,,,98118,USA,265000
1/26/2022,4:36:00 PM,2,1,1860,sqft,2526,sqft,98105,USA,898000
11/4/2022,10:57:00 PM,1,1,648,sqft,,,98115,USA,515000
4/3/2022,12:25:00 AM,5,4,4490,sqft,5220,sqft,98122,USA,1150000
8/20/2022,11:59:00 PM,6,4,2310,sqft,5012,sqft,98108,USA,849000
1/21/2022,9:54:00 AM,3,3.5,3130,sqft,12197,sqft,98105,USA,2350000
11/3/2022,10:46:00 PM,2,1,2110,sqft,8160,sqft,98146,USA,376000
2/7/2022,8:20:00 PM,3,1.5,1590,sqft,3797,sqft,98108,USA,700000
10/3/2022,12:42:00 PM,3,2.5,1280,sqft,1845,sqft,98105,USA,900000
6/6/2022,12:36:00 AM,2,1,840,sqft,8150,sqft,98118,USA,495000
6/28/2022,11:23:00 AM,3,2,2020,sqft,8120,sqft,98125,USA,950000
5/12/2022,4:10:00 PM,4,3,3610,sqft,8037,sqft,98105,USA,2330000
11/7/2022,2:03:00 PM,4,3.5,2336,sqft,,,98115,USA,1080000
12/14/2022,8:24:00 AM,2,1,1040,sqft,6103,sqft,98133,USA,350000
1/28/2022,7:20:00 PM,1,1,620,sqft,,,98119,USA,399000
9/17/2022,6:18:00 PM,1,1,728,sqft,,,98119,USA,360000
3/17/2022,4:11:00 AM,3,2.5,1970,sqft,2109,sqft,98103,USA,715000
3/8/2022,4:41:00 PM,4,3,2190,sqft,5350,sqft,98115,USA,1490000
12/8/2022,9:36:00 PM,4,3,2120,sqft,7721,sqft,98126,USA,920000
7/13/2022,6:47:00 AM,2,2,1415,sqft,278784,sqft,98125,USA,449000
6/11/2022,8:27:00 AM,4,3.5,1835,sqft,1750,sqft,98103,USA,1299950
12/13/2022,2:34:00 PM,2,4.5,1670,sqft,905,sqft,98107,USA,1115000
12/27/2022,5:47:00 PM,3,3.5,2570,sqft,4094,sqft,98105,USA,2000000
9/14/2022,2:13:00 AM,3,2,2060,sqft,3090,sqft,98118,USA,700000
3/13/2022,8:43:00 AM,3,2.5,1740,sqft,1389,sqft,98102,USA,1678000
3/28/2022,6:59:00 AM,5,3,2510,sqft,5130,sqft,98103,USA,910000
9/19/2022,12:40:00 PM,2,2.5,1000,sqft,,,98144,USA,660000
8/2/2022,4:17:00 AM,3,2,1516,sqft,5000,sqft,98116,USA,1150000
6/2/2022,3:12:00 AM,3,1,940,sqft,4850,sqft,98136,USA,500000
7/29/2022,1:30:00 AM,4,2,2440,sqft,4002,sqft,98144,USA,1116000
3/2/2022,8:15:00 AM,5,4,2470,sqft,5000,sqft,98118,USA,1005000
9/25/2022,5:08:00 AM,2,2,1288,sqft,5365,sqft,98133,USA,755000
9/19/2022,9:10:00 PM,4,3.5,3240,sqft,4680,sqft,98112,USA,1995000
8/6/2022,9:55:00 PM,2,2,693,sqft,,,98119,USA,490000
10/10/2022,3:32:00 AM,3,2.5,1550,sqft,1391,sqft,98107,USA,825000
5/16/2022,10:44:00 PM,4,2,2080,sqft,7740,sqft,98106,USA,750000
12/28/2022,12:44:00 PM,4,3,1400,sqft,5000,sqft,98107,USA,1000000
4/3/2022,8:33:00 AM,2,2.5,1159,sqft,5250,sqft,98122,USA,885000
4/19/2022,7:23:00 AM,2,1.5,901,sqft,4800,sqft,98107,USA,599000
8/29/2022,3:06:00 AM,4,3,2900,sqft,7500,sqft,98136,USA,1175000
12/21/2022,2:17:00 AM,4,2.5,2052,sqft,16553,sqft,98178,USA,865000
5/22/2022,5:27:00 AM,1,1,773,sqft,,,98121,USA,685000
10/18/2022,11:43:00 AM,2,2,1040,sqft,,,98118,USA,345000
8/25/2022,7:20:00 AM,2,2,2353,sqft,8750,sqft,98116,USA,1160000
12/6/2022,9:53:00 PM,2,2,1212,sqft,,,98136,USA,600000
11/8/2022,3:00:00 AM,5,2,2640,sqft,2950,sqft,98122,USA,1000000
6/26/2022,10:20:00 AM,2,1,1090,sqft,4500,sqft,98118,USA,580000
5/21/2022,12:34:00 PM,5,2.5,3960,sqft,7680,sqft,98199,USA,1850000
7/8/2022,4:56:00 PM,4,1.5,3030,sqft,5400,sqft,98112,USA,1500000
2/18/2022,9:53:00 PM,4,2.5,3080,sqft,9300,sqft,98168,USA,650000
10/29/2022,8:09:00 PM,1,1,700,sqft,,,98119,USA,405000
7/9/2022,2:43:00 PM,2,1.5,1276,sqft,23522,sqft,98103,USA,885000
5/16/2022,9:52:00 AM,3,1,910,sqft,7242,sqft,98168,USA,480000
2/12/2022,12:45:00 PM,5,3.5,4180,sqft,4080,sqft,98109,USA,3000000
12/19/2022,5:36:00 AM,1,1,852,sqft,,,98107,USA,430000
3/31/2022,1:23:00 AM,5,1.5,2830,sqft,4000,sqft,98118,USA,766000
10/22/2022,4:21:00 PM,2,1,970,sqft,5130,sqft,98116,USA,600000
12/7/2022,1:35:00 PM,3,2,1576,sqft,1238,sqft,98122,USA,974999
9/2/2022,2:09:00 AM,1,1,667,sqft,,,98115,USA,327500
7/11/2022,2:24:00 AM,3,2,1080,sqft,5750,sqft,98116,USA,875000
11/14/2022,5:46:00 AM,2,5.5,2659,sqft,22651,sqft,98102,USA,6250000
4/16/2022,11:16:00 AM,5,5,3623,sqft,8000,sqft,98115,USA,1975000
12/29/2022,7:53:00 PM,4,3.5,2520,sqft,3821,sqft,98199,USA,1765000
11/6/2022,10:23:00 AM,4,3.5,2720,sqft,3024,sqft,98102,USA,1750000
8/21/2022,3:24:00 AM,2,2,968,sqft,656,sqft,98103,USA,715000
9/22/2022,5:57:00 AM,2,2,839,sqft,,,98133,USA,385000
12/10/2022,7:00:00 PM,2,3.5,2080,sqft,1412,sqft,98103,USA,1495000
2/6/2022,3:54:00 PM,2,2,693,sqft,,,98119,USA,480000
11/1/2022,4:46:00 PM,2,2.5,1365,sqft,176418,sqft,98118,USA,525000
2/10/2022,11:39:00 AM,2,1,1580,sqft,22651,sqft,98178,USA,500000
1/17/2022,9:26:00 PM,2,1,860,sqft,6678,sqft,98116,USA,750000
12/10/2022,9:52:00 AM,2,2,1038,sqft,14375,sqft,98116,USA,600000
10/4/2022,2:58:00 PM,4,3,2860,sqft,4182,sqft,98103,USA,1600000
